"Document - Numéro du document";"Document - Code client";"Document - Code postal (facturation)";"Document - Ville (facturation)";"Document - Département (facturation)";"Document - Code Pays (facturation)";"Document - Date";"Document - Total Brut HT";"Document - Total TTC";"Ligne - Code article";"Ligne - Description commerciale en clair";"Ligne - Quantité";"Ligne - Montant Net HT";"Ligne - Montant Net TTC"
"FA00006634";"A2";"77520";"MONS EN MONTOIS";"SEINE-ET-MARNE";"FR";"03/05/2022";"382,50000000";"459,00000000";"";"Transféré de : Commande N° CM00006066 du 03/05/2022.";"";"";""
"FA00006634";"A2";"77520";"MONS EN MONTOIS";"SEINE-ET-MARNE";"FR";"03/05/2022";"382,50000000";"459,00000000";"";"Suivant devis N° PG20220502-3";"";"";""
"FA00006634";"A2";"77520";"MONS EN MONTOIS";"SEINE-ET-MARNE";"FR";"03/05/2022";"382,50000000";"459,00000000";"AR00002";"Fourniture de 45 plateaux bois";"1,00000000";"382,50000000";"459,00000000"
"FA00006634";"A2";"77520";"MONS EN MONTOIS";"SEINE-ET-MARNE";"FR";"03/05/2022";"382,50000000";"459,00000000";"";"";"";"";""
"FA00006634";"A2";"77520";"MONS EN MONTOIS";"SEINE-ET-MARNE";"FR";"03/05/2022";"382,50000000";"459,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006637";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"03/05/2022";"2166,00000000";"2599,20000000";"";"Transféré de : Bon de livraison N° BL00002735 du 28/04/2022.";"";"";""
"FA00006637";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"03/05/2022";"2166,00000000";"2599,20000000";"";"Transféré de : Commande N° CM00006029 du 06/04/2022.";"";"";""
"FA00006637";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"03/05/2022";"2166,00000000";"2599,20000000";"";"Suivant commande N° CF2204-1662";"";"";""
"FA00006637";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"03/05/2022";"2166,00000000";"2599,20000000";"AR00001";"Fourniture de matériel de stockage
";"1,00000000";"2166,00000000";"2599,20000000"
"FA00006638";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"03/05/2022";"554,20000000";"665,04000000";"";"Transféré de : Bon de livraison N° BL00002729 du 25/04/2022.";"";"";""
"FA00006638";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"03/05/2022";"554,20000000";"665,04000000";"";"Transféré de : Commande N° CM00006040 du 19/04/2022.";"";"";""
"FA00006638";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"03/05/2022";"554,20000000";"665,04000000";"";"Suivant commande N° CF2204-1669";"";"";""
"FA00006638";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"03/05/2022";"554,20000000";"665,04000000";"AR00001";"Fourniture de matériel de stockage
";"1,00000000";"554,20000000";"665,04000000"
"FA00006639";"MAISSA";"75008";"PARIS 8EME ARRONDISSEMENT";"PARIS";"FR";"03/05/2022";"4167,00000000";"5000,40000000";"";"Transféré de : Bon de livraison N° BL00002723 du 20/04/2022.";"";"";""
"FA00006639";"MAISSA";"75008";"PARIS 8EME ARRONDISSEMENT";"PARIS";"FR";"03/05/2022";"4167,00000000";"5000,40000000";"";"Transféré de : Commande N° CM00006027 du 05/04/2022.";"";"";""
"FA00006639";"MAISSA";"75008";"PARIS 8EME ARRONDISSEMENT";"PARIS";"FR";"03/05/2022";"4167,00000000";"5000,40000000";"";"Suivant devis N° FC2203311D";"";"";""
"FA00006639";"MAISSA";"75008";"PARIS 8EME ARRONDISSEMENT";"PARIS";"FR";"03/05/2022";"4167,00000000";"5000,40000000";"AR00002";"Fourniture et mise en place de matériel de stockage d'occasion site de ST GRATIEN";"1,00000000";"4167,00000000";"5000,40000000"
"FA00006639";"MAISSA";"75008";"PARIS 8EME ARRONDISSEMENT";"PARIS";"FR";"03/05/2022";"4167,00000000";"5000,40000000";"";"";"";"";""
"FA00006639";"MAISSA";"75008";"PARIS 8EME ARRONDISSEMENT";"PARIS";"FR";"03/05/2022";"4167,00000000";"5000,40000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006640";"BIOCOOP";"77400";"ST THIBAULT DES VIGNES";"SEINE-ET-MARNE";"FR";"03/05/2022";"47,07000000";"56,48000000";"";"Transféré de : Commande N° CM00006042 du 19/04/2022.";"";"";""
"FA00006640";"BIOCOOP";"77400";"ST THIBAULT DES VIGNES";"SEINE-ET-MARNE";"FR";"03/05/2022";"47,07000000";"56,48000000";"AR00004";"AMÉNAGEMENT ST THIBAULT DES VIGNES
Fourniture de matériel de stockage neuf ";"1,00000000";"47,07000000";"56,48000000"
"FA00006640";"BIOCOOP";"77400";"ST THIBAULT DES VIGNES";"SEINE-ET-MARNE";"FR";"03/05/2022";"47,07000000";"56,48000000";"";"";"";"";""
"FA00006640";"BIOCOOP";"77400";"ST THIBAULT DES VIGNES";"SEINE-ET-MARNE";"FR";"03/05/2022";"47,07000000";"56,48000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006641";"BIOCOOP";"93340";"LE RAINCY";"SEINE-ST-DENIS";"FR";"03/05/2022";"437,15000000";"524,58000000";"";"Transféré de : Commande N° CM00006041 du 19/04/2022.";"";"";""
"FA00006641";"BIOCOOP";"93340";"LE RAINCY";"SEINE-ST-DENIS";"FR";"03/05/2022";"437,15000000";"524,58000000";"AR00004";"AMÉNAGEMENT LE RAINCY
Fourniture de matériel de stockage neuf ";"1,00000000";"437,15000000";"524,58000000"
"FA00006641";"BIOCOOP";"93340";"LE RAINCY";"SEINE-ST-DENIS";"FR";"03/05/2022";"437,15000000";"524,58000000";"";"";"";"";""
"FA00006641";"BIOCOOP";"93340";"LE RAINCY";"SEINE-ST-DENIS";"FR";"03/05/2022";"437,15000000";"524,58000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006625";"DENTWIZ";"78390";"BOIS D ARCY";"YVELINES";"FR";"28/04/2022";"6078,00000000";"7293,60000000";"";"Transféré de : Bon de livraison N° BL00002727 du 22/04/2022.";"";"";""
"FA00006625";"DENTWIZ";"78390";"BOIS D ARCY";"YVELINES";"FR";"28/04/2022";"6078,00000000";"7293,60000000";"";"Transféré de : Commande N° CM00006034 du 15/04/2022.";"";"";""
"FA00006625";"DENTWIZ";"78390";"BOIS D ARCY";"YVELINES";"FR";"28/04/2022";"6078,00000000";"7293,60000000";"";"Suivant devis N° FC2203251.1";"";"";""
"FA00006625";"DENTWIZ";"78390";"BOIS D ARCY";"YVELINES";"FR";"28/04/2022";"6078,00000000";"7293,60000000";"AR00001";"Fourniture de matériel de stockage reconditionné  
";"1,00000000";"6078,00000000";"7293,60000000"
"FA00006625";"DENTWIZ";"78390";"BOIS D ARCY";"YVELINES";"FR";"28/04/2022";"6078,00000000";"7293,60000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006626";"SONVIDEO";"94500";"CHAMPIGNY SUR MARNE";"VAL-DE-MARNE";"FR";"28/04/2022";"1087,00000000";"1304,40000000";"";"Transféré de : Bon de livraison N° BL00002730 du 26/04/2022.";"";"";""
"FA00006626";"SONVIDEO";"94500";"CHAMPIGNY SUR MARNE";"VAL-DE-MARNE";"FR";"28/04/2022";"1087,00000000";"1304,40000000";"";"Transféré de : Commande N° CM00006005 du 28/03/2022.";"";"";""
"FA00006626";"SONVIDEO";"94500";"CHAMPIGNY SUR MARNE";"VAL-DE-MARNE";"FR";"28/04/2022";"1087,00000000";"1304,40000000";"";"Suivant devis N° 20220328";"";"";""
"FA00006626";"SONVIDEO";"94500";"CHAMPIGNY SUR MARNE";"VAL-DE-MARNE";"FR";"28/04/2022";"1087,00000000";"1304,40000000";"AR00010";"30 lisses de 2700 mm
1 lisse de 3600 mm";"1,00000000";"1087,00000000";"1304,40000000"
"FA00006626";"SONVIDEO";"94500";"CHAMPIGNY SUR MARNE";"VAL-DE-MARNE";"FR";"28/04/2022";"1087,00000000";"1304,40000000";"";"";"";"";""
"FA00006626";"SONVIDEO";"94500";"CHAMPIGNY SUR MARNE";"VAL-DE-MARNE";"FR";"28/04/2022";"1087,00000000";"1304,40000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006627";"WALICKI";"93290";"TREMBLAY EN FRANCE";"SEINE-ST-DENIS";"FR";"28/04/2022";"1180,00000000";"1416,00000000";"";"Transféré de : Bon de livraison N° BL00002731 du 26/04/2022.";"";"";""
"FA00006627";"WALICKI";"93290";"TREMBLAY EN FRANCE";"SEINE-ST-DENIS";"FR";"28/04/2022";"1180,00000000";"1416,00000000";"";"Transféré de : Commande N° CM00005978 du 21/03/2022.";"";"";""
"FA00006627";"WALICKI";"93290";"TREMBLAY EN FRANCE";"SEINE-ST-DENIS";"FR";"28/04/2022";"1180,00000000";"1416,00000000";"";"Suivant accord mail du 08/03/2022";"";"";""
"FA00006627";"WALICKI";"93290";"TREMBLAY EN FRANCE";"SEINE-ST-DENIS";"FR";"28/04/2022";"1180,00000000";"1416,00000000";"AR00001";"46 plateaux fils de 880*1000 mm
";"1,00000000";"1180,00000000";"1416,00000000"
"FA00006627";"WALICKI";"93290";"TREMBLAY EN FRANCE";"SEINE-ST-DENIS";"FR";"28/04/2022";"1180,00000000";"1416,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006628";"FENWICK77";"77090";"COLLEGIEN";"SEINE-ET-MARNE";"FR";"28/04/2022";"20935,00000000";"25122,00000000";"";"Transféré de : Bon de livraison N° BL00002725 du 20/04/2022.";"";"";""
"FA00006628";"FENWICK77";"77090";"COLLEGIEN";"SEINE-ET-MARNE";"FR";"28/04/2022";"20935,00000000";"25122,00000000";"";"Transféré de : Commande N° CM00006033 du 15/04/2022.";"";"";""
"FA00006628";"FENWICK77";"77090";"COLLEGIEN";"SEINE-ET-MARNE";"FR";"28/04/2022";"20935,00000000";"25122,00000000";"";"V/REF COMMANDE N° 50559717";"";"";""
"FA00006628";"FENWICK77";"77090";"COLLEGIEN";"SEINE-ET-MARNE";"FR";"28/04/2022";"20935,00000000";"25122,00000000";"AR00001";"Fourniture et mise en place de matériel de stockage
site de HUMA PRINT 
77380 COMBS LA VILLE
";"1,00000000";"20935,00000000";"25122,00000000"
"FA00006628";"FENWICK77";"77090";"COLLEGIEN";"SEINE-ET-MARNE";"FR";"28/04/2022";"20935,00000000";"25122,00000000";"";"";"";"";""
"FA00006628";"FENWICK77";"77090";"COLLEGIEN";"SEINE-ET-MARNE";"FR";"28/04/2022";"20935,00000000";"25122,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006629";"VIDELIO";"35067";"RENNES CEDEX";"ILLE-ET-VILAINE";"FR";"28/04/2022";"26979,00000000";"32374,80000000";"";"Transféré de : Bon de livraison N° BL00002719 du 14/04/2022.";"";"";""
"FA00006629";"VIDELIO";"35067";"RENNES CEDEX";"ILLE-ET-VILAINE";"FR";"28/04/2022";"26979,00000000";"32374,80000000";"";"Transféré de : Commande N° CM00005996 du 23/03/2022.";"";"";""
"FA00006629";"VIDELIO";"35067";"RENNES CEDEX";"ILLE-ET-VILAINE";"FR";"28/04/2022";"26979,00000000";"32374,80000000";"";"Suivant devis N° FC2202161.1D";"";"";""
"FA00006629";"VIDELIO";"35067";"RENNES CEDEX";"ILLE-ET-VILAINE";"FR";"28/04/2022";"26979,00000000";"32374,80000000";"AR00003";"Fourniture et mise en place de matériel de stockage d'occasion site de NANTERRE";"1,00000000";"26979,00000000";"32374,80000000"
"FA00006629";"VIDELIO";"35067";"RENNES CEDEX";"ILLE-ET-VILAINE";"FR";"28/04/2022";"26979,00000000";"32374,80000000";"";"";"";"";""
"FA00006629";"VIDELIO";"35067";"RENNES CEDEX";"ILLE-ET-VILAINE";"FR";"28/04/2022";"26979,00000000";"32374,80000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006642";"BOULANGER";"62971";"ARRAS CEDEX 9";"PAS-DE-CALAIS";"FR";"03/05/2022";"2802,00000000";"3362,40000000";"";"Transféré de : Commande N° CM00006037 du 15/04/2022.";"";"";""
"FA00006642";"BOULANGER";"62971";"ARRAS CEDEX 9";"PAS-DE-CALAIS";"FR";"03/05/2022";"2802,00000000";"3362,40000000";"";"SELON DI N° 54118";"";"";""
"FA00006642";"BOULANGER";"62971";"ARRAS CEDEX 9";"PAS-DE-CALAIS";"FR";"03/05/2022";"2802,00000000";"3362,40000000";"AR00004";"Fourniture de matériel de stockage neuf ";"1,00000000";"2802,00000000";"3362,40000000"
"FA00006642";"BOULANGER";"62971";"ARRAS CEDEX 9";"PAS-DE-CALAIS";"FR";"03/05/2022";"2802,00000000";"3362,40000000";"";"";"";"";""
"FA00006642";"BOULANGER";"62971";"ARRAS CEDEX 9";"PAS-DE-CALAIS";"FR";"03/05/2022";"2802,00000000";"3362,40000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006647";"AZ";"95500";"GONESSE";"VAL-D'OISE";"FR";"05/05/2022";"246,93000000";"296,32000000";"";"Transféré de : Commande N° CM00006058 du 27/04/2022.";"";"";""
"FA00006647";"AZ";"95500";"GONESSE";"VAL-D'OISE";"FR";"05/05/2022";"246,93000000";"296,32000000";"";"Suivant devis N° DE0157";"";"";""
"FA00006647";"AZ";"95500";"GONESSE";"VAL-D'OISE";"FR";"05/05/2022";"246,93000000";"296,32000000";"AR00001";"Fourniture de
2 échelles de 2750 mm
";"1,00000000";"246,93000000";"296,32000000"
"FA00006648";"DIVERSPG";"77176";"SAVIGNY LE TEMPLE";"SEINE-ET-MARNE";"FR";"05/05/2022";"592,00000000";"710,40000000";"";"Transféré de : Commande N° CM00006023 du 05/04/2022.";"";"";""
"FA00006648";"DIVERSPG";"77176";"SAVIGNY LE TEMPLE";"SEINE-ET-MARNE";"FR";"05/05/2022";"592,00000000";"710,40000000";"";"Suivant devis N° PG20220404-3";"";"";""
"FA00006648";"DIVERSPG";"77176";"SAVIGNY LE TEMPLE";"SEINE-ET-MARNE";"FR";"05/05/2022";"592,00000000";"710,40000000";"AR00001";"Fourniture de matériel de stockage reconditionné  
";"1,00000000";"592,00000000";"710,40000000"
"FA00006649";"SOSACCESSOIRE";"78990";"ELANCOURT";"YVELINES";"FR";"05/05/2022";"5940,00000000";"7128,00000000";"";"Transféré de : Commande N° CM00006021 du 04/04/2022.";"";"";""
"FA00006649";"SOSACCESSOIRE";"78990";"ELANCOURT";"YVELINES";"FR";"05/05/2022";"5940,00000000";"7128,00000000";"";"Suivant devis N° FC2203031";"";"";""
"FA00006649";"SOSACCESSOIRE";"78990";"ELANCOURT";"YVELINES";"FR";"05/05/2022";"5940,00000000";"7128,00000000";"AR00003";"Démontage et remontage de matériel de stockage à palettes site de MAUREPAS";"1,00000000";"5940,00000000";"7128,00000000"
"FA00006649";"SOSACCESSOIRE";"78990";"ELANCOURT";"YVELINES";"FR";"05/05/2022";"5940,00000000";"7128,00000000";"";"";"";"";""
"FA00006649";"SOSACCESSOIRE";"78990";"ELANCOURT";"YVELINES";"FR";"05/05/2022";"5940,00000000";"7128,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006650";"SOSACCESSOIRE";"78990";"ELANCOURT";"YVELINES";"FR";"05/05/2022";"6250,00000000";"7500,00000000";"";"Transféré de : Bon de livraison N° BL00002732 du 26/04/2022.";"";"";""
"FA00006650";"SOSACCESSOIRE";"78990";"ELANCOURT";"YVELINES";"FR";"05/05/2022";"6250,00000000";"7500,00000000";"";"Transféré de : Commande N° CM00006020 du 04/04/2022.";"";"";""
"FA00006650";"SOSACCESSOIRE";"78990";"ELANCOURT";"YVELINES";"FR";"05/05/2022";"6250,00000000";"7500,00000000";"";"Suivant devis N° FC2203161";"";"";""
"FA00006650";"SOSACCESSOIRE";"78990";"ELANCOURT";"YVELINES";"FR";"05/05/2022";"6250,00000000";"7500,00000000";"AR00003";"Fourniture et mise en place de matériel de stockage à palettes site de MAUREPAS";"1,00000000";"6250,00000000";"7500,00000000"
"FA00006650";"SOSACCESSOIRE";"78990";"ELANCOURT";"YVELINES";"FR";"05/05/2022";"6250,00000000";"7500,00000000";"";"";"";"";""
"FA00006650";"SOSACCESSOIRE";"78990";"ELANCOURT";"YVELINES";"FR";"05/05/2022";"6250,00000000";"7500,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006653";"DIVERSLR";"82270";"MONTFERMIER";"TARN-ET-GARONNE";"FR";"06/05/2022";"96,00000000";"115,20000000";"AR00001";"6 plateaux fils de 880*1000 mm
";"1,00000000";"96,00000000";"115,20000000"
"FA00006643";"ARIA";"94100";"ST MAUR DES FOSSES";"VAL-DE-MARNE";"FR";"03/05/2022";"5436,00000000";"6523,20000000";"";"Transféré de : Commande N° CM00006013 du 30/03/2022.";"";"";""
"FA00006643";"ARIA";"94100";"ST MAUR DES FOSSES";"VAL-DE-MARNE";"FR";"03/05/2022";"5436,00000000";"6523,20000000";"";"Suivant devis N° 20220223";"";"";""
"FA00006643";"ARIA";"94100";"ST MAUR DES FOSSES";"VAL-DE-MARNE";"FR";"03/05/2022";"5436,00000000";"6523,20000000";"AR00007";"Fourniture et mise en place d'1 escalier et gardes corps site de ROISSY EN FRANCE
";"1,00000000";"5436,00000000";"6523,20000000"
"FA00006643";"ARIA";"94100";"ST MAUR DES FOSSES";"VAL-DE-MARNE";"FR";"03/05/2022";"5436,00000000";"6523,20000000";"";"";"";"";""
"FA00006643";"ARIA";"94100";"ST MAUR DES FOSSES";"VAL-DE-MARNE";"FR";"03/05/2022";"5436,00000000";"6523,20000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006644";"BRINDEFILLE";"93300";"AUBERVILLIERS";"SEINE-ST-DENIS";"FR";"03/05/2022";"26000,00000000";"31200,00000000";"";"Transféré de : Commande N° CM00005982 du 21/03/2022.";"";"";""
"FA00006644";"BRINDEFILLE";"93300";"AUBERVILLIERS";"SEINE-ST-DENIS";"FR";"03/05/2022";"26000,00000000";"31200,00000000";"";"Suivant devis N° FC2202151.2D";"";"";""
"FA00006644";"BRINDEFILLE";"93300";"AUBERVILLIERS";"SEINE-ST-DENIS";"FR";"03/05/2022";"26000,00000000";"31200,00000000";"AR00006";"Fourniture et mise en place d'une plate forme de stockage neuve";"1,00000000";"26000,00000000";"31200,00000000"
"FA00006644";"BRINDEFILLE";"93300";"AUBERVILLIERS";"SEINE-ST-DENIS";"FR";"03/05/2022";"26000,00000000";"31200,00000000";"";"";"";"";""
"FA00006644";"BRINDEFILLE";"93300";"AUBERVILLIERS";"SEINE-ST-DENIS";"FR";"03/05/2022";"26000,00000000";"31200,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006645";"BOUDET";"13530";"TRETS";"BOUCHES-DU-RHONE";"FR";"03/05/2022";"180,00000000";"216,00000000";"AR00024";"Transport TORDJMAN";"1,00000000";"180,00000000";"216,00000000"
"FA00006645";"BOUDET";"13530";"TRETS";"BOUCHES-DU-RHONE";"FR";"03/05/2022";"180,00000000";"216,00000000";"";"";"";"";""
"FA00006645";"BOUDET";"13530";"TRETS";"BOUCHES-DU-RHONE";"FR";"03/05/2022";"180,00000000";"216,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006654";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"10/05/2022";"938,80000000";"1126,56000000";"";"Transféré de : Bon de livraison N° BL00002737 du 02/05/2022.";"";"";""
"FA00006654";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"10/05/2022";"938,80000000";"1126,56000000";"";"Transféré de : Commande N° CM00006050 du 25/04/2022.";"";"";""
"FA00006654";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"10/05/2022";"938,80000000";"1126,56000000";"";"Suivant commande N° CF2204-1676";"";"";""
"FA00006654";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"10/05/2022";"938,80000000";"1126,56000000";"AR00001";"Fourniture de matériel de stockage
";"1,00000000";"938,80000000";"1126,56000000"
"FA00006655";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"10/05/2022";"25169,19000000";"30203,03000000";"";"Transféré de : Commande N° CM00006003 du 25/03/2022.";"";"";""
"FA00006655";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"10/05/2022";"25169,19000000";"30203,03000000";"";"Suivant commande N° CF2203-1649";"";"";""
"FA00006655";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"10/05/2022";"25169,19000000";"30203,03000000";"AR00001";"Fourniture de matériel de stockage
";"1,00000000";"25169,19000000";"30203,03000000"
"FA00006656";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"10/05/2022";"133,20000000";"159,84000000";"";"Transféré de : Commande N° CM00006081 du 10/05/2022.";"";"";""
"FA00006656";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"10/05/2022";"133,20000000";"159,84000000";"";"Suivant commande N° CF2205-1695";"";"";""
"FA00006656";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"10/05/2022";"133,20000000";"159,84000000";"AR00001";"Fourniture de matériel de stockage
";"1,00000000";"133,20000000";"159,84000000"
"FA00006657";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"10/05/2022";"834,48000000";"1001,38000000";"";"Transféré de : Commande N° CM00006077 du 10/05/2022.";"";"";""
"FA00006657";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"10/05/2022";"834,48000000";"1001,38000000";"";"Suivant commande N° CF2205-1688";"";"";""
"FA00006657";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"10/05/2022";"834,48000000";"1001,38000000";"AR00001";"Fourniture de matériel de stockage
";"1,00000000";"834,48000000";"1001,38000000"
"FA00006651";"SOSACCESSOIRE";"78990";"ELANCOURT";"YVELINES";"FR";"05/05/2022";"53860,00000000";"64632,00000000";"";"Transféré de : Commande N° CM00006019 du 04/04/2022.";"";"";""
"FA00006651";"SOSACCESSOIRE";"78990";"ELANCOURT";"YVELINES";"FR";"05/05/2022";"53860,00000000";"64632,00000000";"";"Suivant devis N° FC2203041.2";"";"";""
"FA00006651";"SOSACCESSOIRE";"78990";"ELANCOURT";"YVELINES";"FR";"05/05/2022";"53860,00000000";"64632,00000000";"AR00003";"Fourniture et mise en place de matériel de stockage léger et mi lourd site de MAUREPAS";"1,00000000";"53860,00000000";"64632,00000000"
"FA00006651";"SOSACCESSOIRE";"78990";"ELANCOURT";"YVELINES";"FR";"05/05/2022";"53860,00000000";"64632,00000000";"";"";"";"";""
"FA00006651";"SOSACCESSOIRE";"78990";"ELANCOURT";"YVELINES";"FR";"05/05/2022";"53860,00000000";"64632,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006658";"DUSHOW";"95734";"ROISSY CGD CEDEX";"";"FR";"10/05/2022";"7189,00000000";"8626,80000000";"";"Transféré de : Bon de livraison N° BL00002743 du 06/05/2022.";"";"";""
"FA00006658";"DUSHOW";"95734";"ROISSY CGD CEDEX";"";"FR";"10/05/2022";"7189,00000000";"8626,80000000";"";"Transféré de : Commande N° CM00006035 du 15/04/2022.";"";"";""
"FA00006658";"DUSHOW";"95734";"ROISSY CGD CEDEX";"";"FR";"10/05/2022";"7189,00000000";"8626,80000000";"";"Suivant commande N° 22-1234";"";"";""
"FA00006658";"DUSHOW";"95734";"ROISSY CGD CEDEX";"";"FR";"10/05/2022";"7189,00000000";"8626,80000000";"AR00001";"Fourniture de matériel de stockage reconditionné  
";"1,00000000";"7189,00000000";"8626,80000000"
"FA00006658";"DUSHOW";"95734";"ROISSY CGD CEDEX";"";"FR";"10/05/2022";"7189,00000000";"8626,80000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006666";"DIVERSLB";"77470";"VILLEMAREUIL";"SEINE-ET-MARNE";"FR";"12/05/2022";"662,00000000";"794,40000000";"";"Transféré de : Commande N° CM00006031 du 08/04/2022.";"";"";""
"FA00006666";"DIVERSLB";"77470";"VILLEMAREUIL";"SEINE-ET-MARNE";"FR";"12/05/2022";"662,00000000";"794,40000000";"";"Suivant devis N° DE0136";"";"";""
"FA00006666";"DIVERSLB";"77470";"VILLEMAREUIL";"SEINE-ET-MARNE";"FR";"12/05/2022";"662,00000000";"794,40000000";"AR00001";"Fourniture de matériel de stockage
5 échelles de 4000 mm
16 lisses de 2700 mm
";"1,00000000";"662,00000000";"794,40000000"
"FA00006727";"DIVERS";"97150";"KRETINGA";"";"LT";"21/06/2022";"949,00000000";"949,00000000";"";"";"";"";""
"FA00006727";"DIVERS";"97150";"KRETINGA";"";"LT";"21/06/2022";"949,00000000";"949,00000000";"";"Poteau abîmé chez RADIA";"1,00000000";"949,00000000";"949,00000000"
"FA00006727";"DIVERS";"97150";"KRETINGA";"";"LT";"21/06/2022";"949,00000000";"949,00000000";"";"";"";"";""
"FA00006727";"DIVERS";"97150";"KRETINGA";"";"LT";"21/06/2022";"949,00000000";"949,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006659";"ZEISS";"35306";"FOUGERES CEDEX";"ILLE-ET-VILAINE";"FR";"10/05/2022";"2418,00000000";"2901,60000000";"";"Transféré de : Bon de livraison N° BL00002739 du 02/05/2022.";"";"";""
"FA00006659";"ZEISS";"35306";"FOUGERES CEDEX";"ILLE-ET-VILAINE";"FR";"10/05/2022";"2418,00000000";"2901,60000000";"";"Transféré de : Commande N° CM00006049 du 22/04/2022.";"";"";""
